text	rating	consumer_id	language	reply_message	consumer_countryCode	consumersReviewCountOnSameDomain	dates_publishedDate	consumer_numberOfReviews	reply_publishedDate	likes	consumer_isVerified	title
Plus de 10 ans chez cette banque. J'y ai ma Visa gratuite utilisée tous les jours ici et en vacances, j'y ai mes investissement, et un crédit hypothécaire aux conditions qui étaient les plus intéressantes du marché. Bref, très satisfait.	5	5bfd02eb158192703995d0bf	fr	"Bonjour Particulier,

Votre critique positive signifie beaucoup pour nous. Merci d'avoir pris le temps de partager votre expérience.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-08T15:51:39.000Z	2	2025-02-10T15:45:28.000Z	0	False	Plus de 10 ans chez cette banque
Très satisfais de la banque, aucun soucis jusqu'à maintenant 	5	626a8b73a791e200125f6b12	fr		BE	1	2025-01-08T14:37:14.000Z	3		0	False	Très satisfais de la banque
Tout parfait, enfin une banque qui récompense le fait qu'on leurs donne de l'argent. C'est super. Alors forcément le service proposé est nickel genre carte gratos, remplacement de la carte gratuite, ... Mais après il faut quand avouer que le service banquier style les démarches administratives sont parfois un peu fastidieuses.	5	677e673cb59e5f2d6c7d031f	fr	"Bonjour Pierre,

Nous apprécions votre feedback constructif. Merci !
Nous nous engageons à fournir un excellent service et vos commentaires concernant les démarches administratives nous encouragent à faire mieux.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-08T13:53:33.000Z	1	2025-01-28T11:22:08.000Z	0	False	Une très bonne manque même si...
"Je n’ai eu qu’un seul problème depuis les 4 ans depuis mon inscription, la banque a eu un problème avec des virements, une transaction avec Amazon m a retiré quelques euros de dédommagements, j ai demandé à Keytrade de me rembourser, ils ont répondu et remboursé rapidement.
Le seul regret est que nous ne puissions pas lier la carte avec PayPal pour certaines transactions, ni applepay"	4	55cca0eb0000ff0001d3e5ba	fr	"Bonjour Hilfyl,

Merci de partager votre expérience. 
Votre feedback est essentiel pour nous améliorer et nous travaillons sur certains points que vous avez mentionnés.

Ces améliorations seront disponibles dans les prochaines semaines.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-08T11:53:37.000Z	6	2025-01-09T15:18:49.000Z	0	False	Correcte
Een van de weinige banken met nog een degelijke rentevoet. 	5	56c2fd290000ff000a0692c1	nl		BE	1	2025-01-08T11:47:55.000Z	10		0	False	Prima online bank
Ik ben klant van Keytrade. Twee mails gestuurd i.v.m. een probleem en na meerdere dagen nog steeds geen antwoord gekregen... 	2	57add3000000ff000a3a3b26	nl	"Beste JV,

Het spijt ons dat u deze ervaring heeft gehad. Wij waarderen uw geduld en behandelen uw zorgen zo snel mogelijk.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-08T11:23:58.000Z	2	2025-01-08T16:05:22.000Z	0	False	Geen antwoord op mails
Ik wou een bankrekening openen maar kreeg het bericht dat de bank mag weigeren zonder opgaaf van redenen. Echt klantvriendelijk!	1	637474c98666d00012c761be	nl		NL	1	2025-01-08T11:19:42.000Z	2		0	False	Ik wou een bankrekening openen maar…
bonne banque	5	677e4030058f834fe861342c	fr		BE	1	2025-01-08T11:06:57.000Z	1		0	False	bonne banque
spam, ils m'ont viré de leur service en 2016 sans donner de raison, en 2022, j'ai essayé de les contacter aucun retour mais je reçois encore des spams !	1	677e3e299b844728b87b864a	fr		VN	1	2025-01-08T10:58:18.000Z	1		0	False	spam
Prima bank als je alles zelf kan. 	4	63d26c79d13c6c001263d63a	nl		BE	1	2025-01-08T10:36:02.000Z	3		0	False	Prima bank als je alles zelf kan.
"Wij waren klant bij Moneyou en zijn dus beiden omgezet naar rekeningen van Keytrade bank.
Een rekening van mijn vrouw toen is omgezet naar een Keytrade High Fidelity spaarrekening,

Een tweede rekening op mijn naam is toen is omgezet naar een Moneyou High Fidelity spaarrekening. Door de lage opbrengst van de laatste jaren was ons niet opgevallen dat de opbrengst merkelijk lager is.
Wij zijn hiervan nooit in kennis gebracht en er was wel onduidelijkheid over deze omzetting.
Over deze rekening is nergens info te vinden, ik heb dus een spook rekening.
Met mijn Moneyou High Fidelity spaarrekening heb ik dus al enkele jaren opbrengst mis gelopen 
en voel mij hier als klant  niet goed bij. Er kan misschien eens nagedacht worden over een compensatie voor de misgelopen opbrengst.
Gelieve dus mijn Moneyou High Fidelity spaarrekening dringend om te zetten naar een Keytrade High Fidelity spaarrekening. Zelf kan ik dit niet via uw app.
Graag een verklaring waarom dit zo is gelopen,    
"	1	677d22afa5e43703335681d0	nl	"Beste Pierre,

We betreuren het zeer om te horen over uw ervaring. 
Een collega neemt dadelijk contact op met u om de situatie omtrent uw spaarrekening met u te bekijken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-07T14:56:03.000Z	1	2025-01-08T14:51:15.000Z	0	False	Spook spaarrekening
Facilité d'emploi, app fonctionnelle 	5	6033da2e4b6bae001a425790	fr		BE	1	2025-01-07T13:22:36.000Z	4		0	False	Facilité d'emploi
Gratis rekening en de geste 5cent is mooi meegenomen. Verwerking op de zichtrekening verlopen heel vlot en in realtime. Enkel de Payconiq koppeling loopt stroef. Hopelijk de Wero-wallet beter. 	4	677ce699058f834db36038e6	nl		BE	1	2025-01-07T10:32:26.000Z	1		0	False	Perfecte online bank met goed contactcenter
Pas de problème! Rien que du positif	5	5eca275482bffb5bf478f117	fr		BE	1	2025-01-07T10:28:57.000Z	2		0	False	Pas de problème
Tout par internet,  pas dû changer mes assurances et banques, taux agréable, remboursement anticipé possible.	5	677ce21b7022c687e695eaf2	fr		BE	1	2025-01-07T10:13:16.000Z	1		0	False	Tout par internet
Très content de cette banque!	5	677cd965b59e5f62047bdd05	fr		BE	1	2025-01-07T09:36:07.000Z	1		0	False	Très content de cette banque!
Mooie intrestvoeten op spaarrekeningen. Keytrade plan is interessante manier om elke maand automatisch een stukje te beleggen zonder instapkosten. Wel duur voor de aankoop van obligaties en aandelen.	4	55a264970000ff0001cc2b7a	nl	"Beste Bert,

Uw feedback wordt heel erg gewaardeerd. Dankuwel daarvoor. 
Voor trading hebben we net significante prijsdalingen doorgevoerd op de favoriete markten van onze klanten. Meer informatie is te vinden op:
https://www.keytradebank.be/nl/beleggen/trading

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-07T09:28:18.000Z	22	2025-01-28T10:48:54.000Z	0	False	Mooie intrestvoeten op spaarrekeningen
Simple, digital, et gratuit 	5	62c319045eb62f00121a7ef1	fr		BE	1	2025-01-06T21:58:49.000Z	2		0	False	Simple
"Accessible, simple, fonctionnel, TRANSPARENT.
Il ne manque qu'un système type ""Payconiq"" pour avoir les 5*.  Mais bon je suis tatillons sur ce coup là parce qu'on s'en passe très bien.  "	4	677beb9afd3a17ef50be9607	fr		BE	1	2025-01-06T16:41:31.000Z	1		0	False	Une banque 4 étoiles
Algemeen goede ervaring met deze bank en de transparante manier van de kosten die gelinkt zijn aan de rekening. Alleen spijtig dat de toepassingen voor online betalen nog onder het niveau zijn van de andere banken en daardoor vaak stroef verloopt.	4	677bc0af373f82b92d973917	nl		BE	1	2025-01-06T13:38:24.000Z	1		0	False	Oederdegelijke bank met nog kleine werkpuntjes voor gebruiksvriendelijkheid app
Meest gebruiksvriendelijke van mijn ban apps	5	5e389669fe898937e1290270	nl		ES	1	2025-01-06T13:28:33.000Z	6		0	False	Meest gebruiksvriendelijke van mijn ban…
"snelle afhandeling van betalingen, 5 cent verdienen per verrichting, 2 spaarvolumes, beursrekening beschikbaar.
1 minpuntje: voorlopig nog geen instant betaling mogelijk, waardoor trage banken langer duurt om te laten storten op keytrade rekening"	5	57d6f0d70000ff000a43b8b6	nl		BE	1	2025-01-06T12:02:39.000Z	13		0	False	top bank
De promotie van rekening + 50 euro aangevraagd maar nooit reactie op gekregen. Ook de klantendienst reageert niet op mails. Bende sukkels daar ....	1	673faecd10e3fb025bc2d7f6	nl	"Beste,

Natuurlijk vinden wij het niet fijn te lezen dat u teleurgesteld bent. Aarzel niet om ons meer te zeggen over u zodat we de situatie kunnen bekijken voor u.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-06T11:56:58.000Z	2	2025-01-24T15:50:02.000Z	0	False	Onbetrouwbaar
"Propose des services digitaux et des solutions adaptées à ma situation performants.

Le service clientèle est réactif et compétent. Leur support efficace en ligne contribue grandement à renforcer cette relation."	5	677ba327cfc72e7a667dce57	fr	"Bonjour Gaëtan,

Nous sommes ravis que vous soyez satisfait de notre service. Vos commentaires positifs sont très appréciés. Merci !

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-06T11:32:24.000Z	1	2025-02-10T15:43:30.000Z	0	False	Des solutions adaptées et performantes
Excellent service.	5	610a5065d393de0012ea0afb	fr		BE	1	2025-01-06T11:24:18.000Z	2		0	False	Excellent service.
"Banque sérieuse et fiable.
Toutefois site internet un peu archaïque et certaines procédures (notamment de désinvestissement) pas du tout automatisées."	4	593531ec0000ff000a9ff68d	fr		BE	1	2025-01-06T11:23:47.000Z	21		0	False	Banque sérieuse et fiable.
Je n'ai jamais rencontré de problème avec Keytrade. Je trouve que l'app et le site sont faciles d'utilisation et clairs une fois qu'on a découvert où chercher l'info. 	4	62376b3ddac5c800120edb0d	fr		BE	1	2025-01-06T11:08:51.000Z	2		0	False	Je n'ai jamais rencontré de problème…
Een van de weinige banken die gratis diensten aanbieden en bovendien 5 cent per verrichting terugstorten. App functioneert goed en veilig(softkey) 	4	5d2769fe79b4f511030e318c	nl		BE	1	2025-01-06T10:46:50.000Z	3		0	False	Prima keuze
Correcte uitvoering van de overschrijvingen	5	677b95c7171008d69c0f5bc3	nl		BE	1	2025-01-06T10:35:20.000Z	1		0	False	Correcte uitvoering van de…
Het is voor mij een groot probleem om in te loggen want er is altijd wel iets dat niet goed gaat 🤔🧐😥	3	53984a7e000064000178b880	nl	"Beste Jerry,

Het delen van uw ervaring is voor ons van essentieel belang. 
We vinden het jammer dat er inlogproblemen zijn. Aarzel niet om het ons meer in detail uit te leggen via ons contactcenter zodat we aan een oplossing kunnen werken.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-04T10:28:46.000Z	18	2025-01-09T14:41:44.000Z	1	False	Inlogproblemen 
Een betrouwbare bank , alle acties worden perfect uitgevoerd met een verwittiging van de uitgevoerde actie.	5	60c1b249384d84001a420a11	nl		BE	1	2025-01-03T18:16:44.000Z	9		0	False	Een betrouwbare bank 
"Bonne experience lors de ma demande de prêt hypothécaire.
Rendez-pris directement via l'application, de multiples possibilités, autant bien côté dates, qu'heures.
Conseillé à l'écoute de mon projet d'achat, il a pu et su prendre le temps de répondre à toutes mes questions.
"	4	6777906c0007fe0b96aa2d32	fr	"Bonjour Morgane,

Nous apprécions vos commentaires positifs et sommes ravis que vous soyez satisfait de notre service. Merci !

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-03T09:23:25.000Z	1	2025-01-28T10:42:49.000Z	1	False	Bon service, conseillé bancaire en ligne
Interface agréable, pour les extraits csv il serait opportun de permettre la sélection d'un range de dates au lieu de périodes fixes.	4	51cb4eff000064000141823b	fr	"Bonjour Patrick,

Merci de partager votre expérience. Vos commentaires nous aident à identifier les domaines où nous pouvons nous améliorer.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-02T18:10:14.000Z	5	2025-01-28T10:39:35.000Z	0	False	Interface agréable
Tot op het moment zeer tevreden	5	53adcb5500006400017bdcb7	nl		BE	1	2025-01-02T17:07:49.000Z	68		0	False	Tot op het moment zeer tevreden
"A éviter, toujours des bugs, problèmes et restrictions. 
"	1	5f169ac4db6802cf12296f82	fr	"Bonjour Hugo,

Nous regrettons d'entendre parler de votre expérience. Votre satisfaction est notre priorité et nous prenons votre feedback au sérieux. Nous aimerions en savoir plus sur ces bugs, problèmes et restrictions pour nous aider à prioriser les améliorations à faire.

Cordialement,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-02T16:11:10.000Z	5	2025-01-24T15:46:18.000Z	0	False	A éviter
"Facilite d’emploi 
Ceci dit pour les paiements par GSM impossible à faire avec le code QR "	4	6776974dfcb0ec6e36efdd1d	fr	"Bonjour Victor,

Merci de partager votre expérience. Nous apprécions votre commentaire et travaillons sur le paiement par GSM avec code QR.

Bien à vous,
Véronique de l'équipe Keytrade Bank"	BE	1	2025-01-02T15:40:29.000Z	1	2025-01-28T10:36:57.000Z	0	False	Facilite d’emploi 
Goede website, alles duidelijk	5	677696aa9e4f23456e2e78ed	nl		BE	1	2025-01-02T15:37:47.000Z	1		0	False	Goede website
Prima bank met gratis zichtrekening en gratis geld afhalen. Online ervaring met aanmeldingsprocedure en beperktere app dan elders maakt dat de score geen maximum haalt. Zeker bij de besten voor beleggingen, ook voor fondsen.	4	5208e48f000064000147992b	nl	"Beste Mario,

Een constructieve feedback zoals de uwe is van onschatbare waarde. Oprecht bedankt daarvoor.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-02T13:55:43.000Z	2	2025-01-28T10:33:16.000Z	0	False	Prima bank met gratis zichtrekening en…
Keytrade Bank biedt uitstekende financiële diensten die perfect aansluiten bij mijn behoeften. Ik ben vooral tevreden over hun gebruiksvriendelijke online platform en transparante aanpak. De klantenservice is professioneel en altijd bereid om snel te helpen. Dankzij hun scherpe tarieven en brede aanbod aan mogelijkheden voel ik me als klant gewaardeerd en goed ondersteund.	5	4ced32960000640001053a25	nl	"Beste CS,

Uw positieve beoordeling doet deugd. Altijd goed om te lezen dat we aan uw verwachtingen voldoen.

Met vriendelijke groeten,
Veronique van het Keytrade Bank team"	BE	1	2025-01-02T13:22:39.000Z	24	2025-01-28T10:56:50.000Z	0	False	Keytrade Bank biedt uitstekende financiële diensten
