text	rating	language	title
"le compte de mon compagnon est bloquée, alors qu'il a envoyé la copie de sa carte d'identité.
le compte est bloqué depuis le 17/09/2022 et on nous rétorque qu'il y a du retard dans les mails. hhhhhaaaaa une belle bande d'incapable et bien sur tout le monde va changer de banque."	1	fr	le compte de mon compagnon est bloquée
"wegens onvrede wil ik mijn rekeningen bij keytrade bank afsluiten.  Hoe moeilijk kan dat zijn?  Ik heb de gevraagde dokumenten ingevuld en doorgestuurd.  Heb bevestiging gekregen dat ze ze ontvangen hebben.  Kreeg 2 dagen geleden bericht van ""moneytransfer"",, dus ik concludeer dat het geld nu op mijn opgegeven rekening staat.  Neen hoor. In paniek gebeld naar klantendienst.  Heel lang aan de lijn gehangen.  Eindelijk een medewerker aan de lijn gekregen die doet precies of ik achterlijk ben of zelfs een leugenaar.  Op zijn vraag wanneer ik voor het laatst had ingelogd antwoordde ik naar waarheid dat ik blijkbaar niet meer kan inloggen. De app toont niks meer.  Ik krijg dan als antwoord: ""Je hebt deze voormiddag nog ingelogd"".  Ik heb geprobeerd ja, maar het lukte niet, dus heb ik niet ingelogd.  O mijn vraag over het bericht van ""moneytransfer"" antwoordde hij dat het een interne overschrijving was.  Ik moet wat geduld hebben, want ""we zijn ermee bezig"".  Hoe lang nog?  Voor mij O op 10!"	1	nl	wegens onvrede wil ik mijn rekeningen…
Je ne comprends plus cette banque dont j'étais très content. Il n'y a plus aucune réactivité. Je suis obligé de changer de banque, suite au blocage de mes comptes pour un scan de documents d'identité, les documents ont été envoyés le jour même mais depuis quinze jours il m'est impossible de payer quoi que ce soit, j'ai appelé. L'opérateur me dit que tout est en ordre mais il faut attendre la reaction du service. Manque de sérieux pour une banque…Dommage.	1	fr	Je ne comprends plus cette banque dont…
Als bewindvoerder in contact moeten treden met Keytrade Bank. Onwaarschijnlijk hoe onmenselijk en absoluut contrair je wordt behandeld door hun 'Middle Office Department'. Terwijl je bij MeDirect en Deutsche Bank identiek dezelfde papieren indient en een perfecte afhandeling v/e sluiting v/e rekening krijgt ben ik hier nog geen stap verder. Onmogelijk om deze persoon te spreken, dus moet je het doen met mails in google-translate Nederlands waar je soms geen woord van verstaat. Absoluut schandalig!	1	nl	Pure tegenwerking van begin tot eind
"Une vraie catastrophe....impossible de recevoir ma nouvelle  carte visa qui est arrivée à échéance....
J'ai changé d'adresse depuis 2 ans et ils n'ont toujours pas fait la modification dans leur système !
De plus impossible de la modifier moi-même par le site internet.
Totalement incompétents 
Quand je pense que j'y suis depuis des années et qu'avant je n'avais aucun soucis....c'est décevant, je vais changer de banque !"	1	fr	Une vraie catastrophe....impossible de…
"Impossible service. Probably call center where there is a big difference in quality of the service you get ...from very willing to help to flat out terrible. Always other people on the phone, who say they will send your request to ""the appropriate administrative service desk"" , that after 6  weeks of waiting and 4 calls simply don't send the necessary information. They can't even tell you to what address they eventually will send your information. If you are in need of professional and speedy help, please please please go somewhere else, because keytrades service is one big frustration..."	1	en	Impossible service
"Klantendienst service trekt op niets nul👎 op geen klo….
Reeds maanden vraag ik via mails en telefoon verkeer om mijn nieuwe visa kaart! Zou verzonden zijn begin september uit Frankrijk nog steeds niet ontvangen. Mijn vrouw heeft haar kaart reeds maanden geleden ontvangen. Goedkoopste bank maar een 💩 klantendienst! Had bij onze aansluiting ook problemen!
Potentiële klanten bezint eer gij begint bij Keytrade."	1	nl	Klant worden bij Keytrade bezint eer gij begint!
Via mail en telefoon Klantendienst gecontacteerd,  bij 3e keer (via telefoon) door zeer geduldige meneer goed geholpen.	4	nl	telefonisch geholpen
Carte de débit volée le 17 septembre, toujours pas de nouvelle carte le 29 septembre! Pas de réponse à mon mail. Après une nouvelle demande par téléphone, une carte devrait m'être envoyée et cela prendra 1 semaine. Dans le meilleur des cas, il me faudra donc 3 semaines pour pouvoir utiliser à nouveau mon compte. Ma carte de crédit ING volée le même jour m'est arrivée le 20 septembre ... je ne recommande absolument pas Keytrade	1	fr	Carte de débit volée le 17 septembre
Hopeloze service. Verschillende keren gebeld : de eerste keer heb ik na 8 minuten maar ingehaakt, de tweede keer heb ik de telefoon 15 min moeten laten openliggen voor er iemand opnam. Vijf dagen eerder had ik een verhoging van de limiet van mijn debetkaart aangevraagd. Tot op heden is mijn limiet nog niet verhoogd. Blijkbaar is het een zeer complexe en ingewikkelde procedure. Wel erg dat je tegenwoordig nog niet meer te allen tijden over je eigen geld kan beschikken.	1	nl	Hopeloze service
slechte bank app ooit uitgevonden. geen logica, zo ingewikkeld	1	nl	slechte bank app ooit uitgevonden
Ik denk dat ze zichzelf willen opdoeken.   15 € vragen om een aankoop of verkooporder te plaatsen op de beurs van amsterdam slaagt nergens op.  Zelfs een grootbank als belfius is goedkoper met 6 €	1	nl	Ik denk dat ze zichzelf willen…
1 maand wachten op een rekening te openen. E-mails gestuurd om te vragen. Informatie doorgeven van mijn inkomen. Er wordt telkens een smoes verzonnen als ik 2 keer belde. Wat slecht dienst. Verdient 0 sterren.	1	nl	Slecht in één woord!
Er is een zekerheid: slechter vindt men nergens!	1	nl	Schandalige service
"Liquider une succession chez Keytrade est le parcours du combattant .
J'ai demandé la liquidation d'une sucession ,j'ai transmis ainsi que le notaire tous les documents depuis 8 mois et malgré de nombreux rappels toujours rien en vue , plus aucun signe de vie .
Je n'ai plus confiance en cette banque depuis qu'elle est reprise par arkea ."	1	fr	Service succession aux abonnes absent
"Il s'avère que au-delà d'un certain âge (lequel ?), il est impossible de sauvegarder et de faire traiter une demande de crédit immobilier. Au lieu de pratiquer une transparence à cet égard, Keytrade prétexte un 'problème informatique' (sic)  et vous engage à retenter vos simulations depuis un autre ordinateur !? 
En changeant les âges des demandeurs à la baisse sur le même ordinateur, miracle, ça marche  !!:-)) Belle crédibilité pour cette banque. Heureux de ne pas y avoir ouvert de compte !"	1	fr	Faux prétextes et manque de transparence
"Waardeloze klantenservice. Rekenen meer aan voor een internationale overschrijving dan het bedrag dat overgeschreven wordt, dit staat waarschijnlijk dan wle ergens op de website doch men zou tijdens de overschrijving toch wel een melding mogen krijgen. 
Ik ben zo snel mogelijk weg bij deze bandieten."	1	nl	Waardeloze 'bank'
Je suis client depuis des années et je n'ai jamais rencontré de problème sauf depuis le rachat par les français. Cette banque semble ne plus avoir aucun service clientèle. Tout prend un temps fou et leur demande sont erratiques et totalement incompréhensible pour certaines. C'est une vraie catastrophe. Au final, je pense que Keytrade n'existera plus d'ici 5 ans s'ils (mais je ne sais même plus s'il y a quelqu'un qui travaille dans cette banque?) y arrivent... Pour ma part, je m'en vais avant que le château de carte ne s'effondre	1	fr	Je suis client depuis des années et je…
"Je n'ai qu'un mot à dire : FUYEZ cette banque et ne pensez JAMAIS à ouvrir un compte chez eux ! Même si on vous vend la gratuité et le remboursement de vos transactions !

Cette histoire est longue mais vaut la peine d'être lue!

Tant que tout va bien, pas de soucis, une app efficace, une vue claire sur les comptes, des transactions faciles. Mais quand un grain de sable ce met dans la machine aïe aïe aïe.

Début mai, je demande une augmentation de ma ligne de crédit pour ma carte VISA étant donné qu'elle a servi à bloquer des réservations d'hôtels et que je souhaitait quand-même garder une petite réserve au cas où. Tout m'est indiqué de comment faire pour introduire une demande. Deux semaines après et à quelques jours de mon départ pour les USA, je me renseigne pour savoir où cela en est. On me répond que ma demande est en cours de traitement. La veille je retéléphone le matin et toujours la même réponse 'votre dossier est en cours', je leur précise que mon départ est le lendemain et on me certifie que ça va arriver. De retéléphoner l'après-midi si ce n'est pas ok. Ce que je fais vu que rien n'est encore fait. Là, à ma grande surprise on me dit que ma demande sera traitée en urgence … en urgence mais enfin j'avais entamé les démarches à temps. Je précise encore une fois à cette personne que je prends mon vol le lendemain aux aurores et qu'avec le décalage horaire et sans ordinateur à ma portée, j'aurai beaucoup de mal s'il faut encore faire quelque chose !
Et toujours la même réponse : c'est encore et on ouvre un ticket ! Ah le ticket, qu'est-ce que je l'ai entendu celui-là ! Vous envoyez des mails, on vous répond d'être navré et que ma demande est remontée au service compétent !  Foutaise ! A ce jour, je n'ai jamais obtenu de réponses à mes questions. Mais le pire, c'est que ma ligne de crédit est arrivée le jour de retour en Belgique ! Bravo pour l'efficacité.

Malheureusement mes déboires ne s'arrêtent pas là !

Je perds ensuite ma carte de crédit, entre le moment où je m'en rends compte et celui ou je la bloque, elle a réussi à être utilisée sans le code. Incompréhension totale. Je me renseigne auprès de la banque en leur demandant comment cela était possible. Il fallait que je désactive la fonction sans contact. ! Ça paraît anodin comme cela mais il faut savoir que toutes les fonctions liées à la carte doivent être activées par l'utilisateur : achat en ligne / utilisation sur d'autres continents et j'en passe SAUF le paiement sans contact ! Un non-sens.
J'ai contesté les transactions le 25/07, nous sommes le 11/08 et toujours rien, les mêmes paroles : votre dossier est en cours on transmet votre demande au service concerné !
Je commence un peu par perdre patience et leur demande c'est quoi le problème avec les cartes de crédit : c'est le service, c'est avec VISA enfin y a un souci et là la réponse qui tue : nous comprenons madame mais nous sommes débordés surtout maintenant avec les demandes d'augmentation de ligne de crédit ! Ah je veux bien le croire : ils ont 'travaillé' un mois sur la mienne.

La gratuité se paye et là j'en fait les frais ! Je vais donc retourner dans une banque classique avec de vrais interlocuteurs et surtout un guichet avec quelqu'un à qui parler. Quand je pense que j'ai failli renégocier mes crédits hypothécaires chez eux ! QUEL HOREUR !

J'espère que mon récit empêchera de nouveau client à s'inscrire chez KEYTRADE car d'après tous les commentaires que je lis, 90% sont négatifs  !!!!!  Et le pire, ils ne répondent à rien, un scandale. J'ai pour habitude de les lire mais ici je ne l'ai pas fait et je le regrette amèrement !"	1	fr	"Fuir à tout prix cette pseudo banque qui n'a que faire de ""ses clients"""
Je confirme, service client deplorable. Ils font des erreurs et c'est au client a le regler lui meme. Il y a d'autres banques gratuites en ligne meilleure que cela	1	fr	Service client nullissime
Al jaren klant. Nooit problemen gehad. Je moet wel rekening houden dat dit een internetbank betreft waarbij je bankverrichtingen via PC zelf doet. Maar dit loopt zeer goed. Bij andere grote banken heb je misschien meer mogelijkheden maar aan een veel hogere prijs en ondertussen verdwijnen ook meer en meer van hun medewerkers. Ik gebruik hen ook voor beleggingen, tot grote tevredenheid. Hun adviezen zijn super en hebben me al veel rendement opgebracht.Voor een persoon met beperkt vermogen (<1.000.000) zeker aan te raden.	5	nl	Super bank
